Topic ID: D1410_TRAIN | Citance Number: 10 | Citation Text: abundant solid cervical mir-24 up-regulated mirnas cancer cancers | Reference Offset: [457-696', 5101-5216', 5602-5791'] | Reference Text: species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski subset lesions demonstrate cervical significantly mirnas cancers total clones species mirna mirnas cloned abundant mir-21 mir-24 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 12 | Citation Text: disrupts retinoic potential pml fact importance acid fusion manner | Reference Offset: [1726-2086', 4037-4186', 635-792'] | Reference Text: product retinoic acid receptor genes fusion chimeric translocation apl pml retinoic acid presence all-trans domain places acid receptor leukemia fusion acute | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_EVAL | Citance Number: 10 | Citation Text: ptpn12 rest-mir-124 mir-124 resulted circuitry controlled demonstrated phosphatases increase reduction substantial | Reference Offset: [39142-39330', 9742-10097', 12672-12834'] | Reference Text: ptpn12 endogenous level led increase lines rest consistent hypothesis substantial ptpn12 proliferation loss apoptosis revealed lead oncogenic ectopic increase significantly consistent depletion aberrant ptpn12 exhibited expressing increase shrna | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_TRAIN | Citance Number: 12 | Citation Text: direct suggests post-transcriptional tumorigenesis global mirna tumor mirnas cancers widely oncogenes suppressors act decrease | Reference Offset: [4304-4491', 21270-21550', 457-696'] | Reference Text: direct rnai strand functional translational mirna resulting mrna act characterized development proliferation tumorigenesis inhibition potential mirnas promote oncogenes recently primary lymphoma species mirna sequencing mirnas abundant rna mir-21 library mir-24 small caski | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_EVAL | Citance Number: 10 | Citation Text: cellular functions proliferation apoptosis differentiation regulation mirnas | Reference Offset: [18133-18475', 1081-1360', 1920-2037'] | Reference Text: complex proliferation development apoptosis commitment events lineage differentiation controlled maturation molecular process stem/progenitor lineages hematopoietic stem regulate mouse fraction differentiation adult mirnas assays mice stem/progenitor led bone ectopic hematopoietic marrow preventing proliferation apoptosis drosophila tissue mirna regulates growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 9 | Citation Text: kras mouse development progression give revealed models critical lineages remaining oncogenic rise act | Reference Offset: [2527-2800', 1028-1162', 1561-1633'] | Reference Text: kras mouse progression genes evidence suppressor tumor pdac models oncogenic genetically provided driver initiation major critical kras adenocarcinoma event oncogenic pancreatic mutation initiation tumor ductal signature promotes kras reveal oncogenic biogenesis | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1408_TRAIN | Citance Number: 3 | Citation Text: individual considerable complexity mirna rnas mirnas targeted bioinformatic mrna target analyses multiple regulate | Reference Offset: [6961-7319', 20558-21071', 22334-22702'] | Reference Text: identify developed conserved targetscan mirna mirnas algorithm predict sequence called multiple duplex targets interactions 2002 mirna mirnas complementary complementarity elements targets portion sites observation numerous mediate importance mrna regulation observation functional conserved reflects mirna signal difficult mirnas utrs multiple | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 10 | Citation Text: kras model mouse previous nucleotide ppp ductal induces kras-dependent adenocarcinoma oncogenic largely pancreatic nonoxidative biosynthesis | Reference Offset: [1028-1162', 26148-26322', 18876-19084'] | Reference Text: critical kras adenocarcinoma event oncogenic pancreatic mutation initiation tumor ductal signature functions kras provide ppp dna rna oncogenic nonoxidative biosynthesis individual ppp kras-dependent oncogenic differential glucose manner nonoxidative | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1425_EVAL | Citance Number: 6 | Citation Text: clones mutations importantly revealed lbc kinase carrying sequence domain imatinib-resistant multiple | Reference Offset: [5908-6284', 3981-4253', 26234-26510'] | Reference Text: clones mutations blast provide treatment evidence selection observations prior independent kinase patients additional domain myeloid imatinib-resistant crisis develop detected multiple amplification mutations revealed distinct kinase point patients detailed domain binding mechanisms region clones fraction mutations possibility sequencing regions kinase patients domain bcr-abl detected large | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1404_TRAIN | Citance Number: 10 | Citation Text: hr sds-page constructs hela psuper 95% analyzed western efficiency electroporated targets | Reference Offset: [24339-24558', 10197-10362', 15986-16121'] | Reference Text: cyclin hr cycle irradiated vectors d1 10 analyzed wild-type treated mutant electroporated cyclin sds-page antibodies made 10% lysates d1 p53 western hr d1 sds-page antibodies 10% prepared lysates | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_EVAL | Citance Number: 18 | Citation Text: 10% ecotropic fcs dmem bj grown receptor fibroblasts primary | Reference Offset: [36124-36410', 37272-37447', 2451-2823'] | Reference Text: ecotropic p53kd 500 selected carrying bj receptor generation dmem 10% fcs telomerase model catalytic anchorage-independent inhibition transformation vectors h-rasv12 subunit p53 p16ink4a bj oncogenic primary recently combination overexpression fibroblast antigen small sv40 shrna growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 11 | Citation Text: pml body nuclear leukemia determined formed reminiscent bodies molecular | Reference Offset: [11551-11738', 28426-28669', 3642-3893'] | Reference Text: sites antibodies domains pml nuclear fail bodies antigen body nuclear component pods antibodies determine bodies pod nuclear leukemia lymphocytic fusion translocations acute leukemias | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_EVAL | Citance Number: 6 | Citation Text: mitochondria contributes believed ros damage production diseases major | Reference Offset: [3121-3398', 8869-8995', 10048-10244'] | Reference Text: cellular evaluate ros oxidative stress production mitochondrial response major sites ros superoxide pathways iii production major sites ros oxygen potential iii relative believed reduction generation major large energy occur | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1421_EVAL | Citance Number: 11 | Citation Text: amino domains budding defect mutation sequences stage short deletion acid late called viruses | Reference Offset: [4442-4654', 846-989', 5706-5882'] | Reference Text: cellular machinery facilitate budding domains virus structural general distinct enveloped late viruses recruitment cellular budding interfering stage hiv-1 rna late tsg101 depletion small cellular inhibitors budding stage ubiquitin free late proteasome blocked 2000 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_TRAIN | Citance Number: 17 | Citation Text: 2002 genes mechanism armstrong leukemias abundant mll rearrangements transforming fusion 1999 activation targets meis1 experimental transformation transcriptional li combination 2001 | Reference Offset: [4267-4560', 13876-14130', 16091-16290'] | Reference Text: mll rearrangements hyperdiploid lineage chromosome leukemias include cases intermediate leukemias mll rearrangements level rna correlated low detected cases meis1 exclusively similarly leukemic indicating mll rearrangements involved directly alterations growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 13 | Citation Text: kras genes suppressor colon tumor well-known lung p53 oncogene tumorigenic cancer | Reference Offset: [2202-2525', 2527-2800', 4747-4965'] | Reference Text: kras mutations loss progression metastatic disease occurs acquisition suppressors intraepithelial tp53 cases activating subsequent tumor malignant pancreatic invasive oncogene early neoplasia kras mouse progression genes evidence suppressor tumor pdac models oncogenic genetically provided driver initiation major kras reveal activating metabolism maintain tumor oncogene analyses pathways growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1428_EVAL | Citance Number: 9 | Citation Text: model demonstrate development dependent tumors ras ralgds skin mice mediated resistance part activation | Reference Offset: [948-1094', 21081-21337', 26500-26719'] | Reference Text: pathway experiments mediates tumors survival ralgds activation skin apoptosis mediates defect tumors show ralgds stimuli apoptotic mice signaling due activation involvement evaluate provide dependent evidence tumor ras ralgds oncogenic pathways activation formation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 14 | Citation Text: cyclin lats2 cycle complex transition regulator p57kip2 kinase e/cdk2 inhibits overexpression g1/s p27kip1 regulators major | Reference Offset: [26590-26857', 1450-1663', 16942-17307'] | Reference Text: cyclin lats2 cycle transition cyclins affect kinase e/cdk2 ectopic g1/s affecting downregulation regulators cyclin cycle revealed downregulated transition affected kinase e/cdk2 g1/s regulators cyclin mcf-7 lats2 cycle lats1 degradation resulted cyclins p57kip2 caused level cdk2 ectopic g1/s negative p27kip1 regulators | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1402_TRAIN | Citance Number: 3 | Citation Text: libraries rnai tumor-suppressor development loss-of-function genes mammalian candidate approaches | Reference Offset: [1478-1640', 4466-4687', 22522-22753'] | Reference Text: provide development genes suppressor approach tumor candidate rest suppress cancer potentially enabled rna loss-of-function mammalian mechanism interference manner emergence rnai genes candidate table genomic highly approach rest included | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_EVAL | Citance Number: 4 | Citation Text: cycle phosphorylation rbp | Reference Offset: [7359-7547', 10428-10495', 16295-16466'] | Reference Text: cycle stimulated phosphorylation rb cycle figure phosphorylation transiently cycle events late state phase phosphorylation early rb | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1417_TRAIN | Citance Number: 2 | Citation Text: gtpases strong binding nucleotide-free gefs | Reference Offset: [39072-39197', 670-824', 826-974'] | Reference Text: clear sites gaps largely active pockets binding due lack molecule small gefs catalyzing gdp hydrolysis gtp gefs general gaps signaling exchange inducing cellular gaps extracellular time events regulated multidomain gefs localized signals | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_TRAIN | Citance Number: 15 | Citation Text: information 10 patterns genomic provide identify | Reference Offset: [27386-27619', 37874-38085', 2144-2362'] | Reference Text: independent information t-all hyperdiploid provide features profiles chips provide identify enhance patients relapse future underlying ability subtypes demonstrate identify profiling enhance leukemia therapy ability | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1401_TRAIN | Citance Number: 3 | Citation Text: tumorigenesis interestingly overexpression mirnas linked | Reference Offset: [935-1177', 5015-5142', 645-748'] | Reference Text: cellular screen harbor proliferation tumorigenesis ras mirnas transformation mir-373 p53 oncogenes oncogenic primary wild-type active mir-372 screen system model oncogenes genetic identify tumorigenesis functional act mirnas functionally mirnas | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_TRAIN | Citance Number: 1 | Citation Text: therapeutic potential factor related bcl-2 findings prognostic target positive presented | Reference Offset: [23738-23894', 2963-3241', 3520-3746'] | Reference Text: strategies suggests bcl-2 therapeutic potential tumors mcl-1 abt-737 elevated death bcl-xl bh3 interaction related bcl-w short bcl-2 ligands family domain bh3-only mcl-1 members bak apoptosis death interaction express related bcl-2 proapoptotic family and/or bax multidomain key members | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_TRAIN | Citance Number: 13 | Citation Text: cyclin lats2 p53 loss additionally absence stimulated comparable overexpressed | Reference Offset: [7807-7961', 7963-8393', 11579-11721'] | Reference Text: lats2 heterozygosity loss located primary chromosome frequently cancers cyclin lats2 nih3t3 mouse lats2/kpm apoptosis induce hela inhibition transition g2/m kinase e/cdk2 down-regulation tumorigenicity arrest inhibit g1/s cdc2 suppress cyclin lats2 time western release prepared | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1420_TRAIN | Citance Number: 8 | Citation Text: kras therapeutic inhibitors potential network cancers transcriptional tbk1 gata2 approaches mutant explored | Reference Offset: [1484-1629', 1700-2032', 6830-7115'] | Reference Text: druggable kras therapeutic network cancers lung gata2 pathways mutant discovery kras reveal loss suppresses tumors non-small network pathways drug essential inhibition tumor combined models transcriptional lung nsclc gata2 chip-seq mutant cancer growth causing kras loss therapeutic inhibitors inhibition strategy established finally clinically combined suppression nsclc gata2 pathways mutant | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_EVAL | Citance Number: 8 | Citation Text: set tumor inpp4b signals suppressed negatively suppressors multiple mechanisms cancer regulate pten | Reference Offset: [21716-22005', 11578-11790', 20228-20592'] | Reference Text: insulin play tumor inpp4b effects indicating enhanced response signaling pi3k suppressors phosphatases akt roles downstream knockdown activation pten model mouse suppresses inpp4b tumor knocking xenograft clusters overexpression culture growth pten revealed tumors tumor inpp4b showed deletion 10 ovarian investigated locus pten copy | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1403_EVAL | Citance Number: 11 | Citation Text: primers sets | Reference Offset: [42691-42837', 391-540', 542-668'] | Reference Text: designed sequence program sets primer express mutations activating thyroid ras cancer carcinoma thyroid differentiated phenotype aggressive cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_EVAL | Citance Number: 4 | Citation Text: exposure defined mutations treatment select dependent revealed cml dose patients vitro mutagenesis screens manner bcr-abl | Reference Offset: [29218-29488', 866-1118', 1466-1669'] | Reference Text: compound mutations resistant expressing clinically bcr-ablt315i mutants represent additional mutagenesis screens bcr-abl nilotinib mutations attributable inhibition chronic lead switch second-line induces dasatinib kinase patients relapse imatinib leukemia domain resistance myeloid bcr-abl therapy cellular ap24534 tumor inhibited assays mutants mice suppressed mutagenesis resistance screens bcr-abl growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1425_EVAL | Citance Number: 14 | Citation Text: limited treatment finally outcome initially leads fact patients relapse dramatically imatinib resistance acquired drug | Reference Offset: [19565-19784', 12865-13007', 1750-1952'] | Reference Text: mutations treatment possibility clinically caused achieved patients respond imatinib resistance drug patients exhibited blast mutations treatment imatinib primary myeloid resistance crisis detected prior mutations frequency disease cml stages present kinase patients imatinib domain resistance bcr-abl develop | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1412_EVAL | Citance Number: 16 | Citation Text: tp53 ptpn12 mutations brca1 suppressors tumor recent interactions occur pten | Reference Offset: [4479-4627', 6372-6537', 27833-27889'] | Reference Text: tyrosine screen ptpn12 suppressors functional phosphatase tumor independent shrnas suppressors genes tumor multiple pten targeted ptpn12 mutations occur frequently | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1422_EVAL | Citance Number: 3 | Citation Text: retinoic treatment domains normal pml pod suggests subcellular structure numerous structures localized 30 acid discrete nuclear all-trans wild-type bodies nucleus speckles small | Reference Offset: [6760-7052', 9998-10216', 11551-11738'] | Reference Text: suggests patterns localization treatment differentiation normal rara pml presence oncogenic fusion reversed atra therapy apl domains normal pml figure dna mature granulocyte nucleus sites antibodies domains pml nuclear fail bodies antigen | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1429_EVAL | Citance Number: 5 | Citation Text: surprisingly k-ras fashion apoptosis bcl-xl-dependent phosphorylated induces | Reference Offset: [23046-23275', 1122-1226', 4578-4686'] | Reference Text: k-ras form pathway apoptosis death induce suggesting phosphorylated ability induces position 181 k-ras pathway apoptosis bcl-xl residue induces requires k-ras fashion apoptosis bcl-xl-dependent stimulated phosphorylation | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_EVAL | Citance Number: 5 | Citation Text: machinery mouse marson genes mirna combined transcriptional clusters dataset dna recently analyzed chip-seq binding published multiple | Reference Offset: [933-1241', 2016-2296', 5214-5450'] | Reference Text: genes circuitry protein-coding mirna promoters sequencing transcriptional short regulatory identification transcripts describe chip-seq quantitative types es multiple based marson state mirna promoters sequencing short factors promote identification program transcripts describe chip-seq quantitative types es multiple key transcription sites genes sequences mirna factor close prior transcriptional mature binding es regulators transcription | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 12 | Citation Text: cellular lats2 lats1 essential lats 36 effects kinase implicated remain 30 | Reference Offset: [4968-5128', 1665-1825', 6413-6575'] | Reference Text: kinase lats2 lats1 lats sequence drosophila domain kinase lats2 tumorigenicity lats domains conserved inhibit required suppress growth kinase lats2 demonstrate tumorigenicity lats proliferation domains conserved inhibit required ability | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1419_EVAL | Citance Number: 7 | Citation Text: cycle interestingly differentially phosphorylated rb | Reference Offset: [8850-8995', 3732-3813', 4357-4467'] | Reference Text: cycle loss phosphorylated phase primarily rb phosphorylated multiple forms rb cycle events state rb | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1409_TRAIN | Citance Number: 8 | Citation Text: cyclin cycle preventing progression dependent regulates retinoblastoma kinases kinase point binding g1/s inhibitor phosphorylation | Reference Offset: [4019-4242', 8970-9234', 2964-3084'] | Reference Text: cyclin pathway phosphatidylinositol stability regulates distinct enhance kinase negatively akt cyclin family inhibit prevent phosphorylation specifically kinases rb stimulation cyclin leads nucleus accumulation mitogenic kinases | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_EVAL | Citance Number: 19 | Citation Text: migration pleiotropy mir-31 invasiveness genes target demonstrated contribute vivo | Reference Offset: [1058-1127', 14428-14568', 17972-18080'] | Reference Text: mir-31 microrna strategy inhibit stable vivo mir-31 metastatic malignancy demonstrated observations proliferation mir-31 primary failed inhibition tumor vivo alter growth | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1408_EVAL | Citance Number: 5 | Citation Text: short rnai rna inhibition advanced target produces hairpin knockdown | Reference Offset: [1277-1443', 1525-1722', 2500-2695'] | Reference Text: process proven rna interference suppress short suppression mediate strong synthetic transcript reverse short designed sequence target derived gene-specific | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1430_EVAL | Citance Number: 14 | Citation Text: kras apoptosis noted viability approximately underwent tumor-derived lines knockdown large | Reference Offset: [4241-4507', 9481-9697', 522-707'] | Reference Text: k-ras requirement basis maintaining dependency sustained stratify viability features lines mutant large cancer k-ras involves requirement shrnas tumor viability lines multiple large k-ras shrnas mutations maintain lung viability pancreatic lines require cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_TRAIN | Citance Number: 6 | Citation Text: ligand abt-737 12 | Reference Offset: [21337-21503', 878-966', 968-1068'] | Reference Text: blocking binds colony ligand treated mutant effective abt-737 growth apoptosis bh3 putative abt-737 triggered bcl-w bcl-2 refractory bcl-xl types affinity abt-737 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 8 | Citation Text: kras series mouse mutations common type disease ductal appears panin event develop required intraepithelial support maintenance exhibit targeted models initiating lesions adenocarcinoma sequence pancreatic mutant neoplasia | Reference Offset: [2202-2525', 1028-1162', 26785-27096'] | Reference Text: kras mutations loss progression metastatic disease occurs acquisition suppressors intraepithelial tp53 cases activating subsequent tumor malignant pancreatic invasive oncogene early neoplasia critical kras adenocarcinoma event oncogenic pancreatic mutation initiation tumor ductal signature kras remains expressing maintenance pdac tumor recent setting lose vitro oncogenic pancreatic advanced oncogene lines mutant relevant vivo | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1430_EVAL | Citance Number: 11 | Citation Text: nsclc kras-dependent refractory treatment largely classified pdac | Reference Offset: [2277-2655', 23966-24217', 1671-1809'] | Reference Text: k-ras refractory development clinically effective cancers remain largely mutant cancer loss death resulted h358 pdac nsclc yapc depletion k-ras mutations classified lines cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1413_EVAL | Citance Number: 5 | Citation Text: cellular rnai loss pitx1 lead show ras transformation suppression sufficient leads reduction resultant activation gap | Reference Offset: [5585-5817', 400-535', 2113-2449'] | Reference Text: cellular proliferation mutations activating colon tumors ras transformation stimulation point lung promote survival tissues subsets mutations activating tumorigenesis indicating ras activation occur frequently cancers telomerase genes recombination ras transformation vectors altered apparent p53 prb pi3k rna ectopic recently pathways mutant viral homologous | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_EVAL | Citance Number: 5 | Citation Text: sequences mirna stimulate utrs mirnas mrnas rbps sequence regulation manner components negative positive bind motifs elements key | Reference Offset: [833-984', 3079-3352', 5865-6039'] | Reference Text: mammals mrnas sequence seed inhibit nucleotides untranslated mirnas regions animals translation seed mirnas regions mrnas sequence mrna inhibiting utilize suppress end pathway mrnas sequence target controlled binding mirna stability observations | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1408_TRAIN | Citance Number: 9 | Citation Text: constructs encoding bartel wt | Reference Offset: [1427-1650', 33090-33401', 32903-33088'] | Reference Text: nt translation genes play bartel rnas protein-coding endogenous micrornas regulatory mrna roles repression pairing reporter represents measured mutant wt reporter renilla wt luciferase | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 7 | Citation Text: ablation impairs concomitant erk2 tumor erk1 growth | Reference Offset: [579-700', 10840-10934', 825-889'] | Reference Text: lung k-ras ablation due erk2 activities erk1 development absence tumor erk2 required erk1 observations ablation development tumor | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_EVAL | Citance Number: 10 | Citation Text: first-line mutations treatment agents mutation cml effective considered confer t315i approved patients recently resistance | Reference Offset: [3712-3931', 866-1118', 2028-2237'] | Reference Text: confer kinase mutations domain mutation resistance bcr-ablt315i nilotinib mutations attributable inhibition chronic lead switch second-line induces dasatinib kinase patients relapse imatinib leukemia domain resistance myeloid bcr-abl therapy first-line chronic disease cml effective targeted patients imatinib bcr-abl inhibitor therapy phase | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1410_TRAIN | Citance Number: 4 | Citation Text: neck squamous chronic upregulated colon tumors mir-155 melanoma breast lung pancreatic leukemia thyroid lymphocytic cervical kidney head lymphoma cancer carcinoma | Reference Offset: [21822-22147', 18627-18941', 22292-22508'] | Reference Text: mir-223 targeting development apoptosis chronic mutation mir-155 implicated mir-146a leukemia cervical lymphocytic cancer regulate tissues decreased papillary appears prostate level thyroid mir-146a lines lymphoma cancer carcinoma tissues lymphoblastic development ii mir-155 type lung implicated receptor recently regulation fibroblast lymphoma cancer | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 5 | Citation Text: lats2 nude proliferation development transformed inhibited mice suppressed vitro v-ras ectopic | Reference Offset: [1151-1343', 10611-10726', 24869-25046'] | Reference Text: lats2 nude assay proliferation development suppresses tumors mice inhibits vitro ectopic mice lats2 suppressed nude tumorigenesis ectopic lats2 nude form demonstrated tumors mice suppressed ectopic develop ability | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1407_EVAL | Citance Number: 5 | Citation Text: processes development death play tumor fate suppression biological micrornas programmed hematopoietic animal | Reference Offset: [1585-1796', 688-892', 1362-1582'] | Reference Text: targeting development translation genes play rnas protein-coding micrornas roles repression development drosophila play mirnas mrnas roles repression target pairing controls mouse micrornas regulatory development roles circuitry components molecular hematopoiesis | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1411_TRAIN | Citance Number: 15 | Citation Text: methylation involved dna mechanism tissue types type regulate sample distinct | Reference Offset: [4281-4555', 2115-2276', 2278-2470'] | Reference Text: family genes differentiation target myeloid included types members growth regulate limited development show types mirnas stages tissues involved regulatory provide genes differentiation sets tissue-specific mirnas | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1416_TRAIN | Citance Number: 16 | Citation Text: complexes drosophila recently subunits homologs | Reference Offset: [2713-2897', 3825-4073', 23384-23490'] | Reference Text: complexes similarly drosophila identical discovery complexes swi/snf drosophila higher baf remodeling chromatin related complexes subunits jurkat swi/snf-like | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1414_TRAIN | Citance Number: 12 | Citation Text: compounds depend tumors related clear expected factors bcl-xl-dependent clinical | Reference Offset: [2302-2467', 9099-9229', 34728-35018'] | Reference Text: mimetic compounds provide basis bh3 promising highly clinical trials cytotoxic bak mimetic compounds and/or bax depend bh3 effectively compound induce bcl-xl developmental effects defects abt-737 lacking related bcl-w mice bcl-2 expected targets vivo | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1404_EVAL | Citance Number: 13 | Citation Text: complex replication dna origins cdt1 recognition cdc6 origin recruitment bound mcm | Reference Offset: [31573-31743', 1899-2115', 1780-1897'] | Reference Text: complex recognition origin factor licensing replication dna cdt1 origins cdc6 mcm bound complex recognition loading maintenance origin factor putative cdt1 origins cdc6 g1 process licensing replication dna origins cdc6 plays key major | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1421_EVAL | Citance Number: 3 | Citation Text: 293t construct proviral | Reference Offset: [16358-16536', 9277-9417', 12561-12905'] | Reference Text: hiv-1 test budding tsg101 sirna construct required proviral residues p6 vitro tsg101 domain interaction construct p6 series mutations virus block ptap embryonic confirmed hiv-1 mediate replication sequence late domain 293t lines blocked kidney release | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1406_EVAL | Citance Number: 20 | Citation Text: g2/m lats2 inhibits arrest hela excess overexpression transition transformed g1/s | Reference Offset: [25821-26104', 6130-6297', 11219-11280'] | Reference Text: lats2 mitosis cycle revealed potential transition inhibited g2/m arrest experiments ectopic g1/s profile g2/m controls lats2 lats1 regulating negatively proliferation interestingly transition g1/s lats2 inhibits blocking proliferation transition g1/s | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1405_EVAL | Citance Number: 11 | Citation Text: promotes complex cyld loss apoptosis dependent rip1 rip3 inhibited caspase-8 necroptosis consistent activation formation | Reference Offset: [10604-10781', 16543-16754', 17022-17428'] | Reference Text: necroptosis marker efficiently inhibited activation formation induce death innate rip1 requires necroptosis kinase l929 presence induced consistent activation cellular species rip1 glutathione plays necroptosis mediating expected free leads fact increase consistent radical activation availability | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1402_EVAL | Citance Number: 7 | Citation Text: aberrant alteration typically rnai proliferation genes change mutation characterization candidate tumors affect selected vitro suppressors vivo copy identify strategy tumor oncogenes sequence screens survival genome-wide | Reference Offset: [36013-36371', 3187-3336', 37241-37571'] | Reference Text: amplification translation proliferation evidence functional mutation tumors putative occurs clear viability primary clinical identify properties exhibit oncogenes oncogene translocation based cancer models oncogenes identification genes suppressor tumor candidate proliferation responsible pathway mechanism tumors breast signaling undefined lines survival required lymphoma large members | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1405_EVAL | Citance Number: 1 | Citation Text: show inhibited l929 exhibited programmed induced silencing effectively tnf nih essential sirna rip1 effects rip3 mediator necrosis consistent 3t3 | Reference Offset: [24587-24716', 16543-16754', 30524-30773'] | Reference Text: necroptosis l929 induced sirna rip1 inhibited activation induce death innate rip1 requires necroptosis kinase l929 presence induced consistent activation nih apoptosis death genes necroptosis involved l929 induced required 3t3 | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1418_TRAIN | Citance Number: 11 | Citation Text: previous oncogenic largely ppp nonoxidative synthesis ras showed | Reference Offset: [18876-19084', 21658-21993', 26148-26322'] | Reference Text: individual ppp kras-dependent oncogenic differential glucose manner nonoxidative kras flux selective ppp indicating reduced mediated oncogenic roles glucose combination regulation significantly nonoxidative knockdown functions kras provide ppp dna rna oncogenic nonoxidative biosynthesis | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1403_EVAL | Citance Number: 17 | Citation Text: induction isoforms phosphorylated accumulation time system 30 recently active discrepancies | Reference Offset: [31061-31379', 779-1050', 4467-4733'] | Reference Text: allowed direct rapidly inhibition differentiation induction effects ras demonstrating appears analyze system time oncogenic thyroid frtl-5 early activation cellular constitutively expressing differentiation origin established oncoprotein effects ras analyze generated thyroid active lines frtl-5 viral forms stably mutations finally differences accumulation differential examined due lines frtl-5 culture | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1415_TRAIN | Citance Number: 17 | Citation Text: mice kras lung oncogenic requires formation | Reference Offset: [4169-4362', 9143-9331', 11242-11370'] | Reference Text: developed prevents mutation tumors interaction ras mice lung subunit carrying significantly likewise erk2 tumors mice lung due derived detected mice lung staining treatment | Discourse Facet: | Run ID: BLLIP 1
Topic ID: D1402_EVAL | Citance Number: 10 | Citation Text: contributes form immortalized akt1 determine line epithelial phosphorylated rendered transformation myristoylated stabilized kidney tumorigenic forced | Reference Offset: [6115-6314', 19117-19309', 929-1067'] | Reference Text: htert immortalized expressing epithelial embryonic lt rendered showed h-rasv12 st kidney tumorigenic result amplifications examined wild-type rendered wt ikbke tumorigenic forced critical exhibited mutations efforts identify epithelial malignant transformation cancers | Discourse Facet: | Run ID: BLLIP 1
